Title,Named-entity,Frequency
Angela Merkel,6 October,1
Angela Merkel,30 billion,1
Angela Merkel,4 October 2008,1
Angela Merkel,the Irish Government's,1
Angela Merkel,Social expenditureAt,1
Angela Merkel,the World Economic Forum,1
Angela Merkel,Davos,1
Angela Merkel,only 7%,1
Angela Merkel,only 25%,1
Angela Merkel,almost 50%,1
Angela Merkel,The Financial Times,1
Angela Merkel,Ms Merkel,1
Angela Merkel,Forbes,8
Angela Merkel,Vladimir Putin,4
Angela Merkel,29 October 2018,1
Angela Merkel,October,1
Angela Merkel,Hessian,1
Angela Merkel,1977,1
Angela Merkel,the age of 23,1
Angela Merkel,Angela Kasner,1
Angela Merkel,Ulrich Merkel,1
Angela Merkel,1953)Having,1
Angela Merkel,British,3
Angela Merkel,10,1
Angela Merkel,Argentina,1
Angela Merkel,the 2014 World Cup Final,1
Angela Merkel,1995,1
Angela Merkel,Labrador Retriever,1
Angela Merkel,Putin,1
Angela Merkel,June 2019,1
Angela Merkel,State,1
Angela Merkel,Mette Frederiksen,1
Angela Merkel,Maia Sandu,1
Angela Merkel,the following month,1
Angela Merkel,years,1
Angela Merkel,Nigerian,1
Angela Merkel,Chimamanda Ngozi Adichie,1
Angela Merkel,ReligionAngela Merkel,1
Angela Merkel,the Evangelical Church,1
Angela Merkel,23 February 2021,1
Angela Merkel,3 November 2021,1
Angela Merkel,27 October 2021,1
Angela Merkel,18 October 2021,1
Angela Merkel,12 November 2015,1
Angela Merkel,9 December 2021,1
Angela Merkel,1,1
Angela Merkel,2,1
Angela Merkel,3,1
Angela Merkel,the Hebrew University of Jerusalem,1
Angela Merkel,June 2008,1
Angela Merkel,Leipzig University,1
Angela Merkel,University of Technology in Wrocaw,1
Angela Merkel,September 2008,1
Angela Merkel,23 May 2013,1
Angela Merkel,the Radboud University,1
Angela Merkel,Nijmegen,1
Angela Merkel,November 2013,1
Angela Merkel,Honoris Causa,1
Angela Merkel,the University of Szeged,1
Angela Merkel,November 2014,1
Angela Merkel,Honoris,3
Angela Merkel,Comenius University,1
Angela Merkel,Bratislava,1
Angela Merkel,September 2015,1
Angela Merkel,the University of Bern,1
Angela Merkel,January 2017,1
Angela Merkel,Ghent University,1
Angela Merkel,Katholieke Universiteit,1
Angela Merkel,Leuven,1
Angela Merkel,May 2017,2
Angela Merkel,Doctrix Honoris,1
Angela Merkel,the University of Helsinki,1
Angela Merkel,May 2019,1
Angela Merkel,Harvard University,1
Angela Merkel,October 2020,1
Angela Merkel,Merkel Merkel,1
Angela Merkel,The Technion - Israel Institute of Technology,1
Angela Merkel,July 2021,1
Angela Merkel,Johns Hopkins University,2
Angela Merkel,Karlspreis,1
Angela Merkel,March 2008,1
Angela Merkel,The World's,2
Angela Merkel,100,1
Angela Merkel,2011,2
Angela Merkel,2012,2
Angela Merkel,2016,6
Angela Merkel,2018,2
Angela Merkel,2020,4
Angela Merkel,50,1
Angela Merkel,16 June 2010,1
Angela Merkel,the American Institute for Contemporary German Studies,1
Angela Merkel,Washington D.C.,1
Angela Merkel,AICGS,1
Angela Merkel,21 September 2010,1
Angela Merkel,the Leo Baeck Institute,1
Angela Merkel,New York City,1
Angela Merkel,Jewry,1
Angela Merkel,Merkel the Leo Baeck Medal,1
Angela Merkel,Treasury,1
Angela Merkel,the Jewish Museum Berlin,1
Angela Merkel,W. Michael Blumenthal,1
Angela Merkel,Jewish,1
Angela Merkel,31 May 2011,1
Angela Merkel,the Jawaharlal Nehru Award,1
Angela Merkel,the year 2009,1
Angela Merkel,Indian,1
Angela Merkel,The World's Most Powerful People,1
Angela Merkel,fifth,1
Angela Merkel,World'2013,1
Angela Merkel,28 November 2012,1
Angela Merkel,Heinz Galinski Award,1
Angela Merkel,the Indira Gandhi Peace Prize,1
Angela Merkel,December 2015,1
Angela Merkel,Time,1
Angela Merkel,May 2016,1
Angela Merkel,the International Four Freedoms Award,1
Angela Merkel,the Roosevelt Foundation,1
Angela Merkel,Middelburg,1
Angela Merkel,Netherlands,1
Angela Merkel,Henry A. Kissinger Prize,1
Angela Merkel,the American Academy,1
Angela Merkel,late 20th century,1
Angela Merkel,Margaret Thatcher,1
Angela Merkel,Thatcher,2
Angela Merkel,Oxford University,1
Angela Merkel,Iron Lady,1
Angela Merkel,Iron Girl,1
Angela Merkel,The Iron Frau,1
Angela Merkel,The Iron Lady,1
Angela Merkel,Mutti,2
Angela Merkel,Otto von Bismarck,1
Angela Merkel,the Second World War,1
Angela Merkel,World War II,1
Angela Merkel,the Federal Republic,1
Angela Merkel,M100,1
Angela Merkel,Media Award,1
Angela Merkel,Thilo Sarrazin,1
Angela Merkel,Arab,1
Angela Merkel,Sarrazin,1
Angela Merkel,the Un-Un,1
Angela Merkel,the Year 2010,1
Angela Merkel,July 2013,1
Angela Merkel,the National Security Agency,1
Angela Merkel,NSA,1
Angela Merkel,Susan Rice,1
Angela Merkel,two,3
Angela Merkel,July 2014,1
Angela Merkel,Islam,2
Angela Merkel,Ahmet Davutolu,1
Angela Merkel,January 2015,1
Angela Merkel,Gehrt,1
Angela Merkel,Deutschland,2
Angela Merkel,Kauder,1
Angela Merkel,widerspricht Merkel,1
Angela Merkel,Bavarian State,1
Angela Merkel,hundreds of thousands,1
Angela Merkel,the Middle East,1
Angela Merkel,Merkel's CDU party,1
Angela Merkel,Seven,1
Angela Merkel,Sicily,1
Angela Merkel,American,2
Angela Merkel,the People's Republic of China,1
Angela Merkel,the European Commission's,1
Angela Merkel,2022,1
Angela Merkel,26 years,1
Angela Merkel,Philip Oltermann,1
Angela Merkel,5,1
Angela Merkel,April 2017,1
Angela Merkel,Guardian,1
Angela Merkel,20,3
Angela Merkel,November 2018,3
Angela Merkel,Max Bearak,1
Angela Merkel,29 March 2017,1
Angela Merkel,Washington Post,1
Angela Merkel,21 December 2018,1
Angela Merkel,Swiss,1
Angela Merkel,Anna Katarina,1
Angela Merkel,the Europeans Trilogy,1
Angela Merkel,Bruges,2
Angela Merkel,Antwerp,1
Angela Merkel,Tervuren,2
Angela Merkel,Paris,1
Angela Merkel,UK,1
Angela Merkel,Nick Awde,1
Angela Merkel,Edinburgh Festival,1
Angela Merkel,Michael Paraskos's,1
Angela Merkel,In Search of Sixpence,1
Angela Merkel,Michael,1
Angela Merkel,2016).On,1
Angela Merkel,Saturday Night Live,1
Angela Merkel,Kate,1
Angela Merkel,Tracey Ullman's,1
Angela Merkel,Tracey Ullman,1
Angela Merkel,Frau,1
Angela Merkel,bislang beste Merkel,1
Angela Merkel,Parodie kommt von der,1
Angela Merkel,BBC,1
Angela Merkel,Buzzer,1
Angela Merkel,21 January,1
Angela Merkel,Broadview TV,1
Angela Merkel,MDR,1
Angela Merkel,Arte,1
Angela Merkel,Das Erste,1
Angela Merkel,de Maizire,1
Angela Merkel,Kohl IV,1
Angela Merkel,Kohl V,1
Angela Merkel,Federal Ministry of the Environment,1
Angela Merkel,Merkel II,2
Angela Merkel,Merkel III,1
Angela Merkel,Merkel IV,1
Angela Merkel,ReferencesFurther,1
Angela Merkel,"Clark, Claudia",1
Angela Merkel,Barack,1
Angela Merkel,Crossley-Frolick,1
Angela Merkel,Katy A.,1
Angela Merkel,Domestic Constraints,1
Angela Merkel,Society 31.3,1
Angela Merkel,4375,1
Angela Merkel,Czuczka,1
Angela Merkel,Tony,1
Angela Merkel,Alan Crawford,1
Angela Merkel,Myra Marx,1
Angela Merkel,German Politics & Society,1
Angela Merkel,24#78,1
Angela Merkel,93107,1
Angela Merkel,Faas,1
Angela Merkel,Thorsten,1
Angela Merkel,the liberal party,1
Angela Merkel,West European,1
Angela Merkel,38.1,1
Angela Merkel,238247,1
Angela Merkel,Kornelius,1
Angela Merkel,Stefan,1
Angela Merkel,Marton,1
Angela Merkel,Kati,1
Angela Merkel,The Remarkable Odyssey,1
Angela Merkel,Simon & Schuster,1
Angela Merkel,Masch,1
Angela Merkel,Lena,1
Angela Merkel,Oscar W. Gabriel,1
Angela Merkel,How Emotional Displays of Political Leaders Shape Citizen Attitudes,1
Angela Merkel,29.2,1
Angela Merkel,158179,1
Angela Merkel,Joyce Marie,4
Angela Merkel,The Best of Times,1
Angela Merkel,the Worst of Times,1
Angela Merkel,the Grand Coalition,1
Angela Merkel,Society 34.1,1
Angela Merkel,1-25,1
Angela Merkel,Mushaben,2
Angela Merkel,the Berlin Republic,1
Angela Merkel,Spectre Haunting Europe,1
Angela Merkel,the Challenges of Far-Right Populism,1
Angela Merkel,7-29,1
Angela Merkel,Femina PoliticaZeitschrift,1
Angela Merkel,Politikwissenschaft 27.2,1
Angela Merkel,8395,1
Angela Merkel,Qvortrup,1
Angela Merkel,Matthew,1
Angela Merkel,Saalfeld,1
Angela Merkel,Thomas,1
Angela Merkel,Society 28.3,1
Angela Merkel,82102,1
Angela Merkel,Schramm,1
Angela Merkel,Julia,1
Angela Merkel,Hoffmann & Campe,1
Angela Merkel,Schnee,1
Angela Merkel,Christian,1
Angela Merkel,Angela Merkels,1
Angela Merkel,Society 37.1,1
Angela Merkel,2446,1
Angela Merkel,Schoen,2
Angela Merkel,Harald,2
Angela Merkel,20.1,1
Angela Merkel,92106,1
Angela Merkel,Robert Greszki,1
Angela Merkel,Popular,1
Angela Merkel,German Federal Election,1
Angela Merkel,23.4,1
Angela Merkel,251267,1
Angela Merkel,Bristol: Policy Press,1
Angela Merkel,Catherine,1
Angela Merkel,Linguistic Analysis of Domestic Language,1
Angela Merkel,European News Media Coverage,1
Angela Merkel,Women & Language,1
Angela Merkel,7-22,1
Angela Merkel,Voigt,1
Angela Merkel,Linda,1
Angela Merkel,28.3,1
Angela Merkel,426443,1
Angela Merkel,Zehfuss,1
Angela Merkel,Maja,1
Angela Merkel,172189.In,1
Angela Merkel,Plickert,1
Angela Merkel,Philip,1
Angela Merkel,Eine kritische Bilanz,1
Angela Merkel,FinanzBuch Verlag,1
Angela Merkel,Margaret Heckel,1
Angela Merkel,Kanzlerin,2
Angela Merkel,Eine Reportage,1
Angela Merkel,"Piper, Mnchen",1
Angela Merkel,Volker Resing,1
Angela Merkel,St. Benno-Verlag,1
Angela Merkel,Gertrud Hhler,1
Angela Merkel,Wie Angela Merkel,1
Angela Merkel,Orell Fssli,1
Angela Merkel,Stefan Kornelius,1
Angela Merkel,Hoffmann,1
Angela Merkel,Campe,1
Angela Merkel,Nikolaus Blome,1
Angela Merkel,Pantheon,1
Angela Merkel,Stephan Hebel,1
Angela Merkel,Mutter Blamage,1
Angela Merkel,Westend,1
Angela Merkel,Frankfurt,1
Angela Merkel,Gnther Lachmann,1
Angela Merkel,Ralf Georg Reuth,1
Angela Merkel,Angela M. Piper,1
Angela Merkel,Judy Dempsey,1
Angela Merkel,Das Phnomen Merkel,1
Angela Merkel,Deutschlands Macht und Mglichkeiten,1
Angela Merkel,Krber-Stiftung,1
Angela Merkel,Dirk Kurbjuweit,1
Angela Merkel,Alternativlos,1
Angela Merkel,"Hanser, Mnchen",1
Angela Merkel,the Encyclopdia Britannica,1
Angela Merkel,C-SPAN,1
